first_name,last_name,company,phone,email,city,state,title,notes
Owner,A Good Plumber,A Good Plumber,(843) 847-1968,,Goose Creek,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""Noone showed or called. Again no-show and no call. They just hung up the phone without saying anything."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Sumter Utilities Inc,Sumter Utilities Inc,(803) 469-8585,,Sumter,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""I made a claim with them, they consistently said they would send someone to “investigate” and it just never happened."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Neely Brothers Construction and Plumbing,"Neely Brothers Construction and Plumbing, LLC",(803) 487-9619,,Rock Hill,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""Took Friday off from work to wait for a plumber to arrive at 1pm... they left said they had somewhere else the needed to be."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Dave's Roofing,Dave's Roofing,(864) 574-7638,,Spartanburg,SC,roofing,"[A-signal] roofing | A) Saw a recent review say: ""the service provider was 2 hrs. late and did not repair the shingle"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Roofing Educators,Roofing Educators,(843) 996-6608,,Summerville,SC,roofing,"[A-signal] roofing | A) Saw a recent review say: ""the communication was not there after Jamal came and picked up the insurance check. Two my husband and I had to keep calling him"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Champion Services Inc.,Champion Services Inc.,(803) 329-7898,,Rock Hill,SC,roofing,"[A-signal] roofing | A) Saw a recent review say: ""Jacob ghosted me!"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Mia's Master Plumbing,Mia's Master Plumbing,(843) 274-9707,,Myrtle Beach,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""we chase him to give us the filter catalog and he never responded"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Alpha Air Heating and Cooling,Alpha Air Heating and Cooling,(843) 704-5780,,Summerville,SC,hvac,"[A-signal] hvac | A) Saw a recent review say: ""No one showed up and they won't return my calls or texts."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Keith's House Of Plumbing,Keith's House Of Plumbing,(843) 524-7361,,Beaufort,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""Never fixed the problem or called back to talk about additional work needed."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Ridge Roof Restoration,Ridge Roof Restoration,(864) 399-5718,,Spartanburg,SC,roofing,"[A-signal] roofing | A) Saw a recent review say: ""he brushed me off and said oh yeah, that's a mistake"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Polk Electric LLC,Polk Electric LLC,(803) 324-5000,,Rock Hill,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""After waiting 2 weeks to have someone come and survey a job for me I never heard back from them with a quote."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Palmetto Heating & Air LLC,Palmetto Heating & Air LLC,(864) 651-9003,,Greenville,SC,hvac,"[A-signal] hvac | A) Saw a recent review say: ""You can NEVER get a call back from this company."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Mighty Dog Roofing of Greenville,Mighty Dog Roofing of Greenville,(864) 664-2060,,Greenville,SC,roofing,"[A-signal] roofing | A) Saw a recent review say: ""After I agreed the there price and signed some paperwork I was ghosted and had to call multiple times to get them to schedule my install."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Southeastern Garage Doors Inc,Southeastern Garage Doors Inc,(843) 749-8896,,Charleston,SC,garage_door,"[A-signal] garage_door | A) Saw a recent review say: ""Give a customer a price then tell them it’s the wrong price"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Prosser's Septic Tank Service (Sand & Gr,Prosser's Septic Tank Service (Sand & Gravel),(803) 646-1176,,Aiken,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""waited until 4 o’clock called and got the answering service, was told someone would call me back ASAP. At 5 o’clock I called back again, got"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Bill Kirkland Heating and Air Conditioni,"Bill Kirkland Heating and Air Conditioning, Inc.",(864) 573-9426,,Spartanburg,SC,hvac,"[A-signal] hvac | A) Saw a recent review say: ""I've been waiting 5 months for a part to be installed because they blew me off until the warranty expired. No return calls from them."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Price Roofing LLC,Price Roofing LLC,(864) 978-8419,,Spartanburg,SC,roofing,"[A-signal] roofing | A) Saw a recent review say: ""he never came by or called to give us any information"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Powers Roofing & Home Services,Powers Roofing & Home Services,(803) 900-5752,,Sumter,SC,roofing,"[A-signal] roofing | A) Saw a recent review say: ""I have sent multiple emails and a voice mail messsge and have not received any any reply."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,American Electric And Plumbing,American Electric And Plumbing,(843) 839-9069,,Myrtle Beach,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""he kept delaying the job was a total nightmare to work with"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,"Urquhart Plumbing Co. Inc,","Urquhart Plumbing Co. Inc,",(843) 662-2571,,Florence,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""the woman in the office you have to go through to get appointments is rude and unprofessional."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,"PDI Kitchen, Bath & Lighting (previously","PDI Kitchen, Bath & Lighting (previously WA Bragg & Co.)",(803) 642-6000,,Aiken,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""an employee at WA Bragg had emailed my client, claiming I “had no clue what I was doing”"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Knights Tech Electric,Knights Tech Electric,(864) 612-0405,,Spartanburg,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""it took him 2 months to do it as he was missing most of the time"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Smith's Heating and Air Conditioning Co.,"Smith's Heating and Air Conditioning Co., Inc.",(843) 552-3772,,North Charleston,SC,hvac,"[A-signal] hvac | A) Saw a recent review say: ""After waiting the entire morning, I sent a text message... 'Obviously we won't be there by noon,' in a defensive and unapologetic manner."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Powell Electric,Powell Electric,(843) 524-4891,,Beaufort,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""they ghosted me for a week, so I had to bug them to even know when it would happen"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Advanced Door Systems Inc,Advanced Door Systems Inc,(803) 254-3143,,Columbia,SC,garage_door,"[A-signal] garage_door | A) Saw a recent review say: ""I was told that he would get back to me via email the following morning. After one week of not contact, I reached out to him"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Bates,Bates,(803) 274-6463,,Columbia,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""Little to no communication among staff. Unorganized."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Wright Electrical LLC,Wright Electrical LLC,(864) 430-1928,,Greenville,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""called this am since they were working next door, was told they would drop by before 3 and no one ever came"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Aiken Augusta Electric & Security,Aiken Augusta Electric & Security,(706) 863-8722,,Aiken,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""I was treated extremely poorly by the owner, who was rude, dismissive, and completely unprofessional from the start."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,"Beaufort Carolina Comfort, Inc.","Beaufort Carolina Comfort, Inc.",(252) 728-6943,,Beaufort,SC,hvac,"[A-signal] hvac | A) Saw a recent review say: ""Said they would be back after lunch to get started. They never showed up."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Mitchell Heating & Cooling,Mitchell Heating & Cooling,(843) 790-7301,,Mount Pleasant,SC,hvac,"[A-signal] hvac | A) Saw a recent review say: ""I called and tried to speak with the manager but I was given the runaround he never called back"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,"Jenkins Plumbing Co, LC","Jenkins Plumbing Co, LC",(843) 832-4295,,Summerville,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""Called at 0500 for an emergency. 5 hours layer they call me and say no one is available, then hang up."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Barwick's Plumbing,Barwick's Plumbing,(803) 452-5755,,Sumter,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""I called this company 2 days ago... She got my name and number and told me she would call me back. I still haven't been called back."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Ferguson Plumbing Supply,Ferguson Plumbing Supply,(843) 460-1770,,North Charleston,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""Customer service skills leave a lot to be desired. The gentleman I dealt with had a very lazy attitude about him."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Hubbard Supply inc.,Hubbard Supply inc.,(803) 393-7175,,Sumter,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""the customer service was the worst. These people treated me like I was invisible."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Everett Johnson Roofing-Construction,Everett Johnson Roofing-Construction,(803) 641-2365,,Aiken,SC,roofing,"[A-signal] roofing | A) Saw a recent review say: ""Called this company made appointments to have my roof repair repaired. Had my dad wait for them didnt show. Reschedule then still never got "" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,"Gregory Electric Company, Inc.","Gregory Electric Company, Inc.",(803) 748-1122,,Columbia,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""WEEKS later I get a knock on my door and its Gregory Electric asking about my quote. I explained they were weeks late, never contacted me"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,City Electric Supply Florence,City Electric Supply Florence,(843) 664-9077,,Florence,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""I get there at 8 on the dot, and the man there tells me that Corey is half way to Columbia."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Enviro Vac,Enviro Vac,(803) 773-2762,,Sumter,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""Lack of Communication"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,"Palmetto Electric Cooperative, Inc","Palmetto Electric Cooperative, Inc",(843) 681-5551,,Hilton Head,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""left 3 messages no return call for resolution"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,City Electric Supply Hilton Head,City Electric Supply Hilton Head,(843) 342-7898,,Hilton Head,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""No one knows what's going on. The people at the counters give you the wrong things you are asking for."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Stokes Plumbing & Trenchless Sewer Repai,Stokes Plumbing & Trenchless Sewer Repair,(843) 687-2696,,Florence,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""called to set appt for 2 weeks straight. Emailed, text, no response."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Johnsons Heating & Air LLC,Johnsons Heating & Air LLC,(803) 778-9705,,Sumter,SC,hvac,"[A-signal] hvac | A) Saw a recent review say: ""The owner, Mr. Jimmy Johnson is extremely unprofessional and disrespectful."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Haddigan Electrical Contractors,Haddigan Electrical Contractors,(843) 884-0268,,Mount Pleasant,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""They are physically working 3 doors down and refuse to communicate. After 6 months of trying"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,"Stone Electrical Construction, LLC","Stone Electrical Construction, LLC",(843) 407-6492,,Florence,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""I immediately received a phone call from Levi stating he was 'declining' my job all together.. upset that I inquired about the quote."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Daughrity & Sons Plumbing,Daughrity & Sons Plumbing,(803) 481-8971,,Sumter,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""The man who picked up the phone has a horrible attitude and when asked questions his responses were very rude"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Davis & Sons Plumbing & Maintenance Inc,Davis & Sons Plumbing & Maintenance Inc,(843) 838-4685,,Beaufort,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""They never showed up for the entire day and never called. I called them several times and left several messages."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Palmetto Door Controls & Glass,Palmetto Door Controls & Glass,(843) 839-0923,,Myrtle Beach,SC,garage_door,"[A-signal] garage_door | A) Saw a recent review say: ""My complaint is not about the miss cut but how I was so rudely treated by the owner and his wife."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,S & B Plumbing,S & B Plumbing,(803) 236-0474,,Sumter,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""They were always late and very unprofessional. Dont expect any courtesy calls either."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,"Hoyts Heating & Air Conditioning, Inc.","Hoyts Heating & Air Conditioning, Inc.",(803) 775-1378,,Sumter,SC,hvac,"[A-signal] hvac | A) Saw a recent review say: ""Still waiting for a call back.... Left three messages and have been waiting six hours."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,KTM Electric,KTM Electric,(843) 388-7219,,Mount Pleasant,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""Matt Knight never showed up! Never texted me back."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Summerville Electric,Summerville Electric,(843) 408-0635,,Summerville,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""I called when they were an hour late and got an answer saying that the number was out of service, I called a second time and was routed to a"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,M B Electric Co Inc,M B Electric Co Inc,(843) 667-8795,,Florence,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""THEY NEVER SHOWED UP OR CALLED AGAIN"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Fulton Town Electric,Fulton Town Electric,(803) 938-3261,,Sumter,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""I called him back to confirm and no response."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Winsupply Florence SC Co,Winsupply Florence SC Co,(843) 673-0007,,Florence,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""a female behind the counter was rude from the moment he started the transaction"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Cooper's Plumbing Company Inc,Cooper's Plumbing Company Inc,(803) 648-0203,,Aiken,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""Call said they would be late never showed up never called back"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Plumb-Rite of Sumter Inc,Plumb-Rite of Sumter Inc,(803) 491-6201,,Sumter,SC,plumber,"[A-signal] plumber | A) Saw a recent review say: ""Called for service and they never showed up plus they dont have a voicemail thats set up so you cant leave a voicemail."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,"Rock Hill Roofing, LLC","Rock Hill Roofing, LLC",(803) 616-9710,,Rock Hill,SC,roofing,"[A-signal] roofing | A) Saw a recent review say: ""They will not return your phone calls, emails or text."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Capital Electric,Capital Electric,(843) 706-1600,,Hilton Head,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""workers act as if your a burden coming into the store"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,General Door Services,General Door Services,(803) 466-2608,,Columbia,SC,garage_door,"[A-signal] garage_door | A) Saw a recent review say: ""I called the owner (Tom) and scheduled an appointment to repair my garage door and he failed to keep the appointment."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Charleston Electrical Services Inc,Charleston Electrical Services Inc,(843) 722-8304,,Charleston,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""I got a confirmation email but no one showed up. When I sent them an email asking if the services were completed they never answered me."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Home Services at The Home Depot,Home Services at The Home Depot,(844) 476-2140,,Florence,SC,garage_door,"[A-signal] garage_door | A) Saw a recent review say: ""Was never called when special order arrived. Had to call to ask and was told it had been there a couple days."" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,"Gregory Electric Company, Inc.","Gregory Electric Company, Inc.",(843) 821-7999,,Summerville,SC,electrician,"[A-signal] electrician | A) Saw a recent review say: ""No show and no answers. They could not even have the common courtesy to take a few seconds to cancel"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,Spartanburg Overhead Anytime Garage Door,Spartanburg Overhead Anytime Garage Door Repair,(864) 863-7288,,Spartanburg,SC,garage_door,"[A-signal] garage_door | A) Saw a recent review say: ""he ""moved on to the next one and could come a different day"" despite us already agreeing for him to come today"" — that's costing you jobs, and it's exactly what I fix. Got 20 seconds?"
Owner,"Cottrell & Co., Inc Plumbing Heating And","Cottrell & Co., Inc Plumbing Heating And Air",(803) 336-6989,,Columbia,SC,plumber,[B] plumber | B) I help home-services companies around Columbia stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?
Owner,Pinnacle Heating & Air,Pinnacle Heating & Air,(843) 271-3780,,Beaufort,SC,plumber,[B] plumber | B) I help home-services companies around Beaufort stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?
Owner,Mericle Mechanical LLC,Mericle Mechanical LLC,(803) 554-3115,,Rock Hill,SC,hvac,[B] hvac | B) I help home-services companies around Rock Hill stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?
Owner,Rooter Man Plumbing,Rooter Man Plumbing,(843) 402-7799,,Charleston,SC,plumber,[B] plumber | B) I help home-services companies around Charleston stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?
Owner,Arc Angel Electric,Arc Angel Electric,(843) 226-7045,,Hilton Head,SC,electrician,[B] electrician | B) I help home-services companies around Hilton Head stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?
Owner,Armour Roofing,Armour Roofing,(706) 920-6837,,Aiken,SC,roofing,[B] roofing | B) I help home-services companies around Aiken stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?
Owner,Eastergard Heating & AC Repair,Eastergard Heating & AC Repair,(864) 606-6771,,Greenville,SC,hvac,[B] hvac | B) I help home-services companies around Greenville stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?
Owner,Ethical Plumbing,Ethical Plumbing,(864) 528-6342,,Greenville,SC,plumber,[B] plumber | B) I help home-services companies around Greenville stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?
Owner,Tip Top Garage Doors Fort Mill,Tip Top Garage Doors Fort Mill,(803) 659-3272,,Rock Hill,SC,garage_door,[B] garage_door | B) I help home-services companies around Rock Hill stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?
Owner,South Point Roofing & Gutters,South Point Roofing & Gutters,(803) 284-8020,,Aiken,SC,roofing,[B] roofing | B) I help home-services companies around Aiken stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?
Owner,Four Seasons Heating & Cooling,Four Seasons Heating & Cooling,(252) 862-3495,,Beaufort,SC,hvac,[B] hvac | B) I help home-services companies around Beaufort stop losing jobs to slow follow-up and get paid faster on work you already did. Got 20 seconds?
